164,Movie,My Bosss Daughter,September 1 2021,2003,PG-13,86 min,A young man house-sits for his mean boss hoping to use it as an opportunity to win the heart of the bosss daughter on whom hes long had a crush.
165,Movie,Mystery Men,September 1 2021,1999,TV-MA,121 min,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.
166,TV Show,Oldsters,September 1 2021,2019,R,1 Season,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.
167,Movie,Once Upon a Time in America,September 1 2021,1984,PG,229 min,Director Sergio Leones sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.
168,Movie,Open Season 2,September 1 2021,2008,PG,76 min,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.
169,Movie,Osmosis Jones,September 1 2021,2001,PG-13,95 min,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man whos the host to various organisms.
170,Movie,Poseidon,September 1 2021,2006,R,98 min,A tidal wave spells disaster for a ship of New Years Eve revelers when it capsizes the mammoth vessel sending passengers into a battle for survival.
171,Movie,Rhyme & Reason,September 1 2021,1997,PG-13,89 min,The world and culture of rap song topics such as race violence police family and sex are examined by hip-hop performers from both coasts.
172,Movie,Same Kind of Different as Me,September 1 2021,2017,PG-13,120 min,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
173,Movie,School of Rock,September 1 2021,2003,PG-13,110 min,Musician Dewey Finn gets a job as a fourth-grade substitute teacher where he secretly begins teaching his students the finer points of rock n roll.
174,Movie,Snervous Tyler Oakley,September 1 2021,2015,R,83 min,The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international Slumber Party tour.
175,Movie,Tears of the Sun,September 1 2021,2003,R,121 min,A Navy SEAL is sent to a war-torn African jungle to rescue a doctor only to realize he must also save the refugees in the physicians care.
176,Movie,The Blue Lagoon,September 1 2021,1980,PG-13,105 min,Two shipwrecked children stranded for years on a deserted island fall in love as teenagers and attempt to forge a life in the isolated paradise.
177,Movie,The Golden Child,September 1 2021,1986,TV-14,94 min,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
178,Movie,The Guns of Navarone,September 1 2021,1961,R,156 min,During World War II British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.
179,Movie,The Interview,September 1 2021,2014,PG-13,112 min,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
180,Movie,The Nutty Professor,September 1 2021,1996,PG-13,95 min,After being made fun of for his weight a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.
181,Movie,The Nutty Professor II The Klumps,September 1 2021,2000,TV-14,107 min,After getting engaged Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.
182,TV Show,Turning Point 9/11 and the War on Terror,September 1 2021,2021,PG-13,1 Season,This unflinching series documents the 9/11 terrorist attacks from Al Qaedas roots in the 1980s to Americas response both at home and abroad.
183,Movie,Welcome Home Roscoe Jenkins,September 1 2021,2008,R,114 min,R.J. travels to Georgia for his parents 50th anniversary. But after pompously flaunting his Hollywood lifestyle he must examine what hes become.
184,Movie,In the Line of Fire,August 31 2021,1993,TV-PG,129 min,A twisted yet ingenious killer torments a veteran Secret Service agent whos haunted by his failure years ago to save President John F. Kennedy.
185,TV Show,Sparking Joy,August 31 2021,2021,TV-MA,1 Season,In this reality series Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.
186,Movie,Untold Crime & Penalties,August 31 2021,2021,TV-14,86 min,They were the bad boys of hockey — a team bought by a man with mob ties run by his 17-year-old son and with a rep for being as violent as they were good.
187,TV Show,Hometown Cha-Cha-Cha,August 29 2021,2021,TV-G,1 Season,A big-city dentist opens up a practice in a close-knit seaside village home to a charming jack-of-all-trades who is her polar opposite in every way.
188,TV Show,The Ingenuity of the Househusband,August 29 2021,2021,TV-MA,1 Season,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.
189,Movie,2 Alone in Paris,August 28 2021,2008,TV-Y,97 min,A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him even when theyre the last two men on Earth.
190,TV Show,Bread Barbershop,August 28 2021,2020,TV-14,2 Seasons,In a town filled with food Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.
191,Movie,Thimmarusu,August 28 2021,2021,R,125 min,Eight years after a young man is framed for murder an up-and-coming lawyer re-opens the case beginning a tricky mission to find the real culprit.
192,Movie,Wind River,August 28 2021,2017,TV-14,107 min,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent whos investigating a teen girls murder on a remote Wyoming reservation.
193,Movie,C Kkompany,August 27 2021,2008,TV-MA,127 min,Three broke friends pose as an underworld gang for extortion but their plan takes on a life of its own when their phony company becomes famous.
194,TV Show,D.P.,August 27 2021,2021,TV-MA,1 Season,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
195,TV Show,Deadly Sins,August 27 2021,2002,TV-14,1 Season,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see whos worthy of inheriting his fortune.
196,Movie,EMI Liya Hai To Chukana Padega,August 27 2021,2008,TV-14,128 min,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
197,Movie,Hes All That,August 27 2021,2021,TV-Y7,92 min,An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic Shes All That.
198,TV Show,I Heart Arlo,August 27 2021,2021,TV-MA,1 Season,Its a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
199,TV Show,King of Boys The Return of the King,August 27 2021,2021,,1 Season,Alhaja Eniola Salami starts anew and sets her sights on a different position of power fueled by revenge regret and ruthlessness.
